total_tch,male,female,transgender,gen_tch,sc_tch,st_tch,Cluster,Deficit Tier
10,5,5,0,3,1,0,0,Server Deficit
11,4,7,0,8,1,0,0,Server Deficit
7,4,3,0,6,0,0,0,Server Deficit
10,3,7,0,5,0,0,0,Server Deficit
11,5,6,0,3,1,0,0,Server Deficit
4,2,2,0,0,0,0,0,Server Deficit
3,2,1,0,2,1,0,0,Server Deficit
3,3,0,0,0,1,0,0,Server Deficit
6,5,1,0,0,2,0,0,Server Deficit
12,5,7,0,1,1,0,0,Server Deficit
3,2,1,0,0,0,0,0,Server Deficit
9,4,5,0,4,1,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,1,1,0,1,0,1,0,Server Deficit
18,9,9,0,7,3,0,1,Moderate Deficit
6,6,0,0,0,0,0,0,Server Deficit
3,0,3,0,1,0,0,0,Server Deficit
5,2,3,0,4,0,0,0,Server Deficit
5,3,2,0,3,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
8,0,8,0,7,0,0,0,Server Deficit
3,2,1,0,1,0,0,0,Server Deficit
12,4,8,0,2,1,8,1,Moderate Deficit
1,1,0,0,1,0,0,0,Server Deficit
6,4,2,0,4,1,0,0,Server Deficit
5,3,2,0,1,1,0,0,Server Deficit
11,6,5,0,2,1,0,0,Server Deficit
2,1,1,0,1,0,0,0,Server Deficit
4,2,2,0,1,1,0,0,Server Deficit
83,38,45,0,72,0,1,2,Well Equipped
13,6,7,0,6,1,0,0,Server Deficit
10,5,5,0,2,1,0,0,Server Deficit
2,2,0,0,2,0,0,0,Server Deficit
2,2,0,0,0,0,0,0,Server Deficit
9,6,3,0,3,0,0,0,Server Deficit
6,2,4,0,2,1,0,0,Server Deficit
6,3,3,0,2,0,0,0,Server Deficit
27,5,22,0,27,0,0,1,Moderate Deficit
7,2,5,0,3,0,0,0,Server Deficit
4,3,1,0,0,3,1,1,Moderate Deficit
6,2,4,0,3,2,0,0,Server Deficit
5,2,3,0,2,0,0,0,Server Deficit
15,5,10,0,8,0,0,0,Server Deficit
2,2,0,0,1,0,0,0,Server Deficit
16,10,6,0,10,1,0,1,Moderate Deficit
13,2,11,0,6,2,1,1,Moderate Deficit
1,0,1,0,0,0,0,0,Server Deficit
7,1,6,0,0,0,0,0,Server Deficit
5,4,1,0,0,5,0,1,Moderate Deficit
20,18,2,0,9,0,0,1,Moderate Deficit
18,10,8,0,3,2,0,1,Moderate Deficit
5,4,1,0,2,0,0,0,Server Deficit
12,3,9,0,5,0,0,0,Server Deficit
11,4,7,0,4,0,0,0,Server Deficit
12,7,5,0,2,4,0,1,Moderate Deficit
8,0,8,0,2,0,0,0,Server Deficit
1,1,0,0,1,0,0,0,Server Deficit
8,3,5,0,0,0,0,0,Server Deficit
4,1,3,0,3,0,0,0,Server Deficit
4,2,2,0,3,0,0,0,Server Deficit
1,0,1,0,0,0,0,0,Server Deficit
7,4,3,0,0,0,0,0,Server Deficit
5,4,1,0,0,0,0,0,Server Deficit
4,4,0,0,1,1,0,0,Server Deficit
7,2,5,0,0,0,0,0,Server Deficit
7,4,3,0,2,0,0,0,Server Deficit
4,4,0,0,0,2,0,0,Server Deficit
13,5,8,0,6,1,0,0,Server Deficit
9,4,5,0,5,0,0,0,Server Deficit
3,1,2,0,1,2,0,0,Server Deficit
4,4,0,0,0,0,0,0,Server Deficit
4,2,2,0,2,1,0,0,Server Deficit
22,11,11,0,5,2,0,1,Moderate Deficit
3,2,1,0,0,0,0,0,Server Deficit
15,7,8,0,7,1,0,1,Moderate Deficit
11,5,6,0,1,0,0,0,Server Deficit
1,1,0,0,0,1,0,0,Server Deficit
14,4,10,0,4,1,0,0,Server Deficit
16,5,11,0,12,0,0,0,Server Deficit
6,2,4,0,1,2,0,0,Server Deficit
3,3,0,0,2,0,0,0,Server Deficit
10,3,7,0,7,1,0,0,Server Deficit
16,8,8,0,4,7,1,1,Moderate Deficit
8,6,2,0,5,0,0,0,Server Deficit
6,6,0,0,1,1,0,0,Server Deficit
7,4,3,0,2,1,0,0,Server Deficit
8,4,4,0,5,0,1,0,Server Deficit
7,5,2,0,3,0,1,0,Server Deficit
3,1,2,0,0,1,0,0,Server Deficit
3,2,1,0,1,1,0,0,Server Deficit
6,5,1,0,3,0,0,0,Server Deficit
8,5,3,0,2,0,0,0,Server Deficit
4,1,3,0,2,0,0,0,Server Deficit
3,2,1,0,0,0,0,0,Server Deficit
3,2,1,0,1,0,0,0,Server Deficit
11,5,6,0,3,2,0,1,Moderate Deficit
2,2,0,0,0,0,0,0,Server Deficit
3,2,1,0,1,0,0,0,Server Deficit
6,4,2,0,4,1,0,0,Server Deficit
2,2,0,0,1,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
3,1,2,0,2,0,0,0,Server Deficit
3,1,2,0,1,0,0,0,Server Deficit
3,1,2,0,0,1,0,0,Server Deficit
2,1,1,0,1,0,0,0,Server Deficit
1,0,1,0,1,0,0,0,Server Deficit
8,4,4,0,2,1,0,0,Server Deficit
10,6,4,0,0,0,0,0,Server Deficit
7,2,5,0,6,0,1,0,Server Deficit
2,2,0,0,1,0,0,0,Server Deficit
5,2,3,0,2,2,0,0,Server Deficit
12,4,8,0,5,0,0,0,Server Deficit
10,0,10,0,6,0,2,0,Server Deficit
8,1,7,0,4,0,0,0,Server Deficit
2,1,1,0,2,0,0,0,Server Deficit
3,1,2,0,1,0,1,0,Server Deficit
8,5,3,0,3,3,0,1,Moderate Deficit
6,4,2,0,3,0,0,0,Server Deficit
10,4,6,0,2,0,0,0,Server Deficit
15,9,6,0,6,1,0,1,Moderate Deficit
2,1,1,0,0,1,0,0,Server Deficit
5,3,2,0,2,0,0,0,Server Deficit
2,1,1,0,2,0,0,0,Server Deficit
7,5,2,0,2,0,0,0,Server Deficit
13,5,8,0,4,0,0,0,Server Deficit
6,2,4,0,0,0,0,0,Server Deficit
14,12,2,0,11,1,0,1,Moderate Deficit
5,2,3,0,2,0,0,0,Server Deficit
4,2,2,0,1,0,0,0,Server Deficit
7,7,0,0,2,0,0,0,Server Deficit
2,1,1,0,1,0,0,0,Server Deficit
12,3,9,0,3,3,0,1,Moderate Deficit
22,12,10,0,9,1,0,1,Moderate Deficit
8,2,6,0,1,0,0,0,Server Deficit
13,6,7,0,5,0,0,0,Server Deficit
9,5,4,0,4,1,0,0,Server Deficit
6,6,0,0,0,0,0,0,Server Deficit
3,2,1,0,1,0,0,0,Server Deficit
1,1,0,0,1,0,0,0,Server Deficit
18,7,11,0,8,3,0,1,Moderate Deficit
3,2,1,0,1,0,0,0,Server Deficit
3,1,2,0,2,0,0,0,Server Deficit
6,3,3,0,2,1,0,0,Server Deficit
8,4,4,0,1,0,0,0,Server Deficit
5,2,3,0,1,0,1,0,Server Deficit
4,1,3,0,3,0,0,0,Server Deficit
29,15,14,0,10,2,0,1,Moderate Deficit
11,8,3,0,3,1,0,0,Server Deficit
2,2,0,0,0,0,0,0,Server Deficit
7,0,7,0,3,2,0,0,Server Deficit
4,2,2,0,3,0,0,0,Server Deficit
8,7,1,0,0,2,0,0,Server Deficit
6,1,5,0,1,1,0,0,Server Deficit
3,2,1,0,0,0,0,0,Server Deficit
9,5,4,0,3,0,1,0,Server Deficit
5,1,4,0,2,0,0,0,Server Deficit
3,2,1,0,0,1,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
2,0,2,0,0,0,0,0,Server Deficit
4,3,1,0,2,0,0,0,Server Deficit
4,0,4,0,0,0,0,0,Server Deficit
21,10,11,0,18,0,0,1,Moderate Deficit
10,8,2,0,0,0,1,0,Server Deficit
3,1,2,0,1,0,0,0,Server Deficit
7,3,4,0,0,1,0,0,Server Deficit
4,0,4,0,1,1,0,0,Server Deficit
13,4,9,0,3,3,0,1,Moderate Deficit
3,1,2,0,0,0,0,0,Server Deficit
114,40,74,0,103,0,0,2,Well Equipped
23,9,14,0,14,3,0,1,Moderate Deficit
5,1,4,0,0,2,0,0,Server Deficit
24,7,17,0,11,2,0,1,Moderate Deficit
8,2,6,0,7,0,0,0,Server Deficit
6,1,5,0,2,0,0,0,Server Deficit
12,3,9,0,7,1,0,0,Server Deficit
12,6,6,0,2,4,0,1,Moderate Deficit
8,6,2,0,0,0,0,0,Server Deficit
3,2,1,0,0,0,0,0,Server Deficit
15,6,9,0,10,0,0,0,Server Deficit
3,2,1,0,0,0,0,0,Server Deficit
9,5,4,0,9,0,0,0,Server Deficit
8,5,3,0,4,1,0,0,Server Deficit
3,2,1,0,0,0,0,0,Server Deficit
22,4,18,0,9,0,0,1,Moderate Deficit
6,4,2,0,4,0,0,0,Server Deficit
3,2,1,0,0,1,0,0,Server Deficit
10,7,3,0,0,1,0,0,Server Deficit
3,3,0,0,2,0,0,0,Server Deficit
8,0,8,0,2,0,0,0,Server Deficit
11,2,9,0,3,3,0,1,Moderate Deficit
4,2,2,0,0,2,0,0,Server Deficit
3,0,3,0,0,0,0,0,Server Deficit
4,0,4,0,2,1,0,0,Server Deficit
8,3,5,0,4,1,0,0,Server Deficit
5,5,0,0,5,0,0,0,Server Deficit
11,5,6,0,3,1,0,0,Server Deficit
3,2,1,0,0,3,0,0,Server Deficit
1,1,0,0,0,0,0,0,Server Deficit
2,2,0,0,0,0,0,0,Server Deficit
7,4,3,0,5,2,0,0,Server Deficit
8,5,3,0,1,0,0,0,Server Deficit
14,2,12,0,8,1,0,0,Server Deficit
4,3,1,0,1,1,0,0,Server Deficit
5,2,3,0,3,1,0,0,Server Deficit
3,0,3,0,1,0,0,0,Server Deficit
3,1,2,0,2,0,0,0,Server Deficit
4,3,1,0,0,0,0,0,Server Deficit
2,0,2,0,2,0,0,0,Server Deficit
8,5,3,0,1,1,0,0,Server Deficit
25,3,22,0,23,0,0,1,Moderate Deficit
3,1,2,0,0,1,0,0,Server Deficit
11,4,7,0,5,1,1,0,Server Deficit
15,5,10,0,11,3,0,1,Moderate Deficit
4,3,1,0,1,1,0,0,Server Deficit
2,2,0,0,0,1,0,0,Server Deficit
3,2,1,0,1,0,0,0,Server Deficit
29,14,15,0,20,0,0,1,Moderate Deficit
28,14,14,0,13,3,0,1,Moderate Deficit
4,2,2,0,3,1,0,0,Server Deficit
8,5,3,0,2,0,0,0,Server Deficit
67,12,55,0,57,0,0,2,Well Equipped
4,2,2,0,0,1,0,0,Server Deficit
3,3,0,0,0,1,0,0,Server Deficit
4,2,2,0,1,0,0,0,Server Deficit
4,1,3,0,3,0,0,0,Server Deficit
6,1,5,0,2,0,0,0,Server Deficit
9,6,3,0,1,3,0,1,Moderate Deficit
2,0,2,0,0,0,0,0,Server Deficit
10,0,10,0,4,3,0,1,Moderate Deficit
6,3,3,0,1,2,0,0,Server Deficit
8,4,4,0,4,0,0,0,Server Deficit
4,3,1,0,1,0,0,0,Server Deficit
4,4,0,0,4,0,0,0,Server Deficit
4,1,3,0,4,0,0,0,Server Deficit
7,5,2,0,2,1,0,0,Server Deficit
4,1,3,0,1,0,0,0,Server Deficit
12,6,6,0,2,0,0,0,Server Deficit
12,7,5,0,0,0,0,0,Server Deficit
9,5,4,0,4,1,0,0,Server Deficit
12,8,4,0,6,1,0,0,Server Deficit
10,4,6,0,4,2,0,1,Moderate Deficit
1,1,0,0,0,1,0,0,Server Deficit
3,1,2,0,3,0,0,0,Server Deficit
2,2,0,0,1,1,0,0,Server Deficit
8,1,7,0,1,0,0,0,Server Deficit
2,0,2,0,2,0,0,0,Server Deficit
18,10,8,0,10,0,0,1,Moderate Deficit
35,17,18,0,22,1,1,1,Moderate Deficit
2,1,1,0,1,0,0,0,Server Deficit
12,5,7,0,1,0,0,0,Server Deficit
26,13,13,0,12,0,0,1,Moderate Deficit
8,4,4,0,5,0,0,0,Server Deficit
7,3,4,0,2,3,0,1,Moderate Deficit
27,16,11,0,10,1,1,1,Moderate Deficit
2,1,1,0,1,0,0,0,Server Deficit
21,13,8,0,3,4,6,1,Moderate Deficit
13,7,6,0,8,0,0,0,Server Deficit
7,6,1,0,5,0,0,0,Server Deficit
3,3,0,0,1,0,0,0,Server Deficit
1,1,0,0,0,0,0,0,Server Deficit
13,8,5,0,5,1,0,0,Server Deficit
7,3,4,0,3,0,0,0,Server Deficit
4,3,1,0,1,1,0,0,Server Deficit
8,8,0,0,0,2,0,0,Server Deficit
4,3,1,0,2,1,0,0,Server Deficit
9,5,4,0,0,0,0,0,Server Deficit
4,2,2,0,2,0,0,0,Server Deficit
14,5,9,0,8,2,0,1,Moderate Deficit
30,17,13,0,2,0,0,1,Moderate Deficit
21,9,12,0,11,2,0,1,Moderate Deficit
7,7,0,0,1,2,0,0,Server Deficit
9,3,6,0,4,1,0,0,Server Deficit
7,3,4,0,3,1,0,0,Server Deficit
3,3,0,0,0,1,0,0,Server Deficit
4,3,1,0,1,1,0,0,Server Deficit
2,1,1,0,0,1,0,0,Server Deficit
4,3,1,0,0,0,0,0,Server Deficit
9,2,7,0,3,0,0,0,Server Deficit
2,0,2,0,1,0,0,0,Server Deficit
6,4,2,0,3,0,0,0,Server Deficit
3,3,0,0,2,0,0,0,Server Deficit
3,2,1,0,1,1,0,0,Server Deficit
8,2,6,0,3,0,0,0,Server Deficit
5,4,1,0,1,1,0,0,Server Deficit
2,2,0,0,0,1,0,0,Server Deficit
2,1,1,0,1,0,0,0,Server Deficit
2,1,1,0,1,1,0,0,Server Deficit
3,3,0,0,0,0,0,0,Server Deficit
15,9,6,0,2,2,0,1,Moderate Deficit
3,2,1,0,1,1,0,0,Server Deficit
22,12,10,0,6,0,0,1,Moderate Deficit
4,2,2,0,2,0,0,0,Server Deficit
15,3,12,0,14,0,0,0,Server Deficit
10,4,6,0,7,1,0,0,Server Deficit
3,0,3,0,2,0,0,0,Server Deficit
2,2,0,0,1,0,0,0,Server Deficit
7,4,3,0,1,0,1,0,Server Deficit
29,17,12,0,22,2,0,1,Moderate Deficit
12,4,8,0,2,1,1,0,Server Deficit
0,0,0,0,0,0,0,0,Server Deficit
9,3,6,0,2,0,2,0,Server Deficit
10,6,4,0,5,1,0,0,Server Deficit
3,1,2,0,1,0,0,0,Server Deficit
4,1,3,0,0,3,0,0,Server Deficit
8,3,5,0,3,3,0,1,Moderate Deficit
11,8,3,0,1,1,0,0,Server Deficit
2,1,1,0,1,0,0,0,Server Deficit
4,2,2,0,3,0,0,0,Server Deficit
7,3,4,0,0,0,0,0,Server Deficit
13,9,4,0,4,1,0,0,Server Deficit
2,2,0,0,0,0,0,0,Server Deficit
9,7,2,0,1,1,0,0,Server Deficit
3,0,3,0,1,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
9,2,7,0,4,0,0,0,Server Deficit
2,2,0,0,0,0,0,0,Server Deficit
7,3,4,0,0,0,0,0,Server Deficit
5,3,2,0,0,0,0,0,Server Deficit
5,4,1,0,2,2,0,0,Server Deficit
11,7,4,0,6,1,0,0,Server Deficit
2,2,0,0,1,0,0,0,Server Deficit
5,3,2,0,0,0,0,0,Server Deficit
57,39,18,0,23,7,0,1,Moderate Deficit
2,0,2,0,1,0,0,0,Server Deficit
1,0,1,0,0,0,0,0,Server Deficit
3,1,2,0,1,1,0,0,Server Deficit
8,6,2,0,4,0,0,0,Server Deficit
9,3,6,0,1,1,0,0,Server Deficit
13,5,8,0,11,0,0,0,Server Deficit
4,2,2,0,1,0,0,0,Server Deficit
7,3,4,0,7,0,0,0,Server Deficit
11,3,8,0,0,0,0,0,Server Deficit
5,2,3,0,2,0,0,0,Server Deficit
3,2,1,0,1,0,0,0,Server Deficit
15,9,6,0,0,0,0,0,Server Deficit
36,18,18,0,9,1,0,1,Moderate Deficit
5,0,5,0,5,0,0,0,Server Deficit
12,4,8,0,0,3,0,1,Moderate Deficit
13,0,13,0,10,1,0,0,Server Deficit
21,10,11,0,6,4,0,1,Moderate Deficit
0,0,0,0,0,0,0,0,Server Deficit
6,2,4,0,0,2,0,0,Server Deficit
4,2,2,0,0,1,0,0,Server Deficit
3,0,3,0,2,0,0,0,Server Deficit
10,6,4,0,2,2,0,1,Moderate Deficit
3,3,0,0,1,0,0,0,Server Deficit
18,11,7,0,8,2,0,1,Moderate Deficit
2,2,0,0,0,0,0,0,Server Deficit
13,8,5,0,5,2,0,1,Moderate Deficit
11,6,5,0,9,0,0,0,Server Deficit
8,5,3,0,5,0,0,0,Server Deficit
4,0,4,0,0,0,0,0,Server Deficit
2,2,0,0,0,1,0,0,Server Deficit
8,4,4,0,2,1,1,0,Server Deficit
14,8,6,0,2,3,0,1,Moderate Deficit
2,0,2,0,2,0,0,0,Server Deficit
4,3,1,0,0,0,0,0,Server Deficit
1,0,1,0,0,1,0,0,Server Deficit
6,3,3,0,0,1,0,0,Server Deficit
2,1,1,0,2,0,0,0,Server Deficit
10,9,1,0,3,0,0,0,Server Deficit
4,3,1,0,2,0,0,0,Server Deficit
9,5,4,0,4,0,0,0,Server Deficit
3,2,1,0,0,0,0,0,Server Deficit
2,1,1,0,1,0,0,0,Server Deficit
6,4,2,0,1,1,0,0,Server Deficit
17,8,9,0,8,1,0,1,Moderate Deficit
3,3,0,0,1,0,0,0,Server Deficit
7,5,2,0,1,0,0,0,Server Deficit
2,2,0,0,0,0,0,0,Server Deficit
1,0,1,0,1,0,0,0,Server Deficit
19,9,10,0,17,0,0,1,Moderate Deficit
0,0,0,0,0,0,0,0,Server Deficit
5,4,1,0,1,4,0,1,Moderate Deficit
15,4,11,0,13,0,0,0,Server Deficit
8,3,5,0,6,0,0,0,Server Deficit
2,0,2,0,2,0,0,0,Server Deficit
3,1,2,0,2,0,0,0,Server Deficit
3,2,1,0,2,0,0,0,Server Deficit
8,3,5,0,3,1,0,0,Server Deficit
15,8,7,0,3,3,0,1,Moderate Deficit
6,4,2,0,5,0,0,0,Server Deficit
7,3,4,0,0,0,0,0,Server Deficit
3,1,2,0,1,1,0,0,Server Deficit
2,1,1,0,0,2,0,0,Server Deficit
11,7,4,0,1,0,1,0,Server Deficit
14,5,9,0,6,2,0,1,Moderate Deficit
2,1,1,0,1,0,0,0,Server Deficit
9,4,5,0,3,1,0,0,Server Deficit
11,10,1,0,3,0,0,0,Server Deficit
2,2,0,0,0,0,0,0,Server Deficit
5,1,4,0,2,0,0,0,Server Deficit
7,4,3,0,2,2,0,0,Server Deficit
2,0,2,0,0,0,1,0,Server Deficit
3,0,3,0,1,0,0,0,Server Deficit
8,2,6,0,6,1,0,0,Server Deficit
2,0,2,0,2,0,0,0,Server Deficit
14,8,6,0,5,2,0,1,Moderate Deficit
4,2,2,0,1,0,0,0,Server Deficit
4,3,1,0,0,2,0,0,Server Deficit
3,2,1,0,0,1,0,0,Server Deficit
12,2,10,0,8,0,0,0,Server Deficit
3,3,0,0,1,0,0,0,Server Deficit
10,6,4,0,4,0,0,0,Server Deficit
5,2,3,0,1,2,0,0,Server Deficit
4,3,1,0,0,0,0,0,Server Deficit
7,5,2,0,6,0,0,0,Server Deficit
4,3,1,0,0,0,0,0,Server Deficit
15,7,8,0,11,0,0,0,Server Deficit
3,2,1,0,0,0,0,0,Server Deficit
2,2,0,0,1,0,0,0,Server Deficit
6,4,2,0,1,1,0,0,Server Deficit
14,6,8,0,6,2,0,1,Moderate Deficit
7,4,3,0,1,2,0,0,Server Deficit
9,5,4,0,3,1,0,0,Server Deficit
20,13,7,0,6,4,0,1,Moderate Deficit
6,3,3,0,1,2,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
6,2,4,0,2,1,0,0,Server Deficit
4,3,1,0,2,1,0,0,Server Deficit
5,2,3,0,0,3,0,1,Moderate Deficit
5,4,1,0,1,0,0,0,Server Deficit
2,0,2,0,1,0,0,0,Server Deficit
6,3,3,0,3,0,1,0,Server Deficit
2,0,2,0,1,0,0,0,Server Deficit
3,0,3,0,0,1,1,0,Server Deficit
8,4,4,0,3,0,0,0,Server Deficit
6,1,5,0,4,0,0,0,Server Deficit
5,4,1,0,2,0,0,0,Server Deficit
17,8,9,0,10,1,0,1,Moderate Deficit
2,2,0,0,0,1,0,0,Server Deficit
8,4,4,0,2,1,0,0,Server Deficit
3,3,0,0,0,1,0,0,Server Deficit
2,1,1,0,1,0,0,0,Server Deficit
8,1,7,0,5,3,0,1,Moderate Deficit
2,0,2,0,2,0,0,0,Server Deficit
6,4,2,0,3,0,0,0,Server Deficit
15,6,9,0,2,2,1,1,Moderate Deficit
14,8,6,0,6,0,0,0,Server Deficit
8,4,4,0,4,1,1,0,Server Deficit
3,1,2,0,0,1,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
4,1,3,0,1,1,0,0,Server Deficit
8,2,6,0,3,1,0,0,Server Deficit
10,2,8,0,1,0,0,0,Server Deficit
10,4,6,0,6,1,0,0,Server Deficit
16,5,11,0,7,0,0,0,Server Deficit
3,1,2,0,1,0,0,0,Server Deficit
7,6,1,0,3,0,0,0,Server Deficit
5,4,1,0,0,2,1,0,Server Deficit
3,0,3,0,1,0,0,0,Server Deficit
56,0,56,0,48,2,0,2,Well Equipped
2,1,1,0,0,1,0,0,Server Deficit
4,1,3,0,1,1,0,0,Server Deficit
63,32,31,0,51,1,0,2,Well Equipped
3,3,0,0,2,0,0,0,Server Deficit
2,1,1,0,1,1,0,0,Server Deficit
3,1,2,0,0,0,0,0,Server Deficit
3,1,2,0,0,1,0,0,Server Deficit
2,0,2,0,1,0,0,0,Server Deficit
6,1,5,0,2,1,0,0,Server Deficit
65,31,34,0,56,0,0,2,Well Equipped
5,3,2,0,2,1,0,0,Server Deficit
14,5,9,0,4,4,0,1,Moderate Deficit
1,1,0,0,0,0,0,0,Server Deficit
4,2,2,0,0,2,0,0,Server Deficit
7,2,5,0,3,0,0,0,Server Deficit
50,36,14,0,31,0,0,1,Moderate Deficit
2,1,1,0,1,0,0,0,Server Deficit
6,2,4,0,0,1,0,0,Server Deficit
22,13,9,0,11,1,0,1,Moderate Deficit
2,1,1,0,0,0,0,0,Server Deficit
3,2,1,0,1,1,0,0,Server Deficit
4,3,1,0,0,1,0,0,Server Deficit
4,2,2,0,1,1,0,0,Server Deficit
2,2,0,0,1,0,0,0,Server Deficit
2,0,2,0,1,0,0,0,Server Deficit
11,6,5,0,4,3,0,1,Moderate Deficit
1,0,1,0,1,0,0,0,Server Deficit
59,30,29,0,40,1,0,2,Well Equipped
2,1,1,0,1,1,0,0,Server Deficit
5,3,2,0,2,1,0,0,Server Deficit
3,1,2,0,2,1,0,0,Server Deficit
7,6,1,0,1,2,0,0,Server Deficit
21,14,7,0,17,0,0,1,Moderate Deficit
2,2,0,0,1,1,0,0,Server Deficit
1,1,0,0,0,0,0,0,Server Deficit
2,1,1,0,0,0,0,0,Server Deficit
6,3,3,0,3,0,0,0,Server Deficit
9,4,5,0,4,0,0,0,Server Deficit
10,6,4,0,3,0,0,0,Server Deficit
7,3,4,0,5,1,0,0,Server Deficit
4,0,4,0,3,0,0,0,Server Deficit
6,3,3,0,1,0,0,0,Server Deficit
8,7,1,0,1,1,0,0,Server Deficit
34,24,10,0,16,1,0,1,Moderate Deficit
2,0,2,0,1,1,0,0,Server Deficit
3,2,1,0,3,0,0,0,Server Deficit
3,1,2,0,0,1,0,0,Server Deficit
10,3,7,0,3,1,0,0,Server Deficit
15,5,10,0,3,3,0,1,Moderate Deficit
1,1,0,0,0,0,0,0,Server Deficit
14,6,8,0,10,0,0,0,Server Deficit
7,3,4,0,1,3,0,1,Moderate Deficit
17,6,11,0,4,2,0,1,Moderate Deficit
3,3,0,0,1,1,0,0,Server Deficit
11,2,9,0,0,0,0,0,Server Deficit
3,1,2,0,0,0,0,0,Server Deficit
14,10,4,0,3,5,0,1,Moderate Deficit
3,1,2,0,1,0,0,0,Server Deficit
10,7,3,0,1,1,0,0,Server Deficit
4,2,2,0,2,0,0,0,Server Deficit
15,7,8,0,9,2,0,1,Moderate Deficit
